id;label
54469;0.3908095207612739
50018;0.3800242323832725
45810;0.3763992951239776
60128;0.37188925195582057
47247;0.36897884640176776
55717;0.3617305814595576
42898;0.3604044225297796
57051;0.3596865381759234
48446;0.3562131026178709
52008;0.354648520353513
50301;0.35382265557586307
53332;0.35277753210714313
56976;0.3525306849093415
43048;0.35222328040693485
49768;0.3520688821903154
1056;0.35113025079615773
51913;0.35022164558157226
1579;0.349596090448964
58411;0.34684481186928934
50416;0.3467917170458431
46970;0.3467713869846002
1208;0.34450693292890117
53471;0.3439250921724544
50496;0.3437019570918505
1267;0.34306654264744607
44994;0.3419819387484305
46643;0.341923963529071
46725;0.34174446619179377
42759;0.34127630523632874
43872;0.34082868323212895
47159;0.34059077047288827
1281;0.34020716329611644
51562;0.34012113214969936
60078;0.33907000337523197
60599;0.33741567150747453
47739;0.33632050521812373
45966;0.3354044651495282
50958;0.33510691739381937
42989;0.33481769528278066
48162;0.33478333929298926
42971;0.33437692682598874
45108;0.3340776088938925
43145;0.33393503345946823
61661;0.3338843271748024
60839;0.33303115600822536
56153;0.33251573340410867
892;0.3324155206745884
52632;0.33220302876393604
55689;0.3315968896576401
53375;0.3314867021858515
52193;0.3314449316123969
54331;0.3307315909168124
842;0.3306170390838273
60025;0.3302608774526311
48572;0.32981113789924077
802;0.3295982017829007
56781;0.32953059899032455
54704;0.3294927139738254
59874;0.32946309871645013
54378;0.3293238667357434
59569;0.329318125890779
52362;0.3290863608990669
44052;0.3290752286385995
55927;0.32894867888262624
47223;0.3287598294480138
59158;0.3281311468526889
55825;0.3278881991915117
61208;0.32779761288512255
48744;0.3275498264363451
56193;0.32745643563068283
1054;0.3272486703022002
883;0.3268446799866503
59083;0.3266979857180102
55753;0.3260106207607395
1607;0.3259864102947926
48084;0.3259676536470214
46484;0.32594995036081187
55576;0.3256856400512457
1502;0.3255123152380302
60769;0.32543589970049097
48128;0.3251084601267701
57437;0.32496889568574117
52323;0.32487597804643087
60225;0.324804288900082
44049;0.3246326063003329
60419;0.3245005845580281
49200;0.3245005845580281
49562;0.32435997043210163
833;0.3240936328911549
57280;0.32372875825450853
49273;0.3236277507509068
51849;0.3234468122047139
58045;0.32328632392818246
1067;0.3230447350434288
52864;0.3227044848112709
59426;0.3218884376492121
59623;0.3218816932443131
57969;0.32165539862901804
1082;0.32163264850088347
49260;0.3212147250495546
57749;0.3211848297979629
43984;0.3210877806689589
53880;0.32107937054869495
44771;0.32074130705052295
44782;0.3205574067330526
58230;0.32016041754830127
48035;0.3200692546741176
56359;0.3200466694113058
55180;0.319843015207352
47787;0.3198050033431906
42540;0.3192834281165384
46651;0.3190799815579197
47290;0.318993236674446
902;0.318971425222108
691;0.3188341710136787
42312;0.3181050325701183
48614;0.3177447717847939
47302;0.31772401160900327
54147;0.3177152914361542
45052;0.31771234146807453
54982;0.31743745849091276
50355;0.3173196215397506
50036;0.31721301789121037
47271;0.3169258298591947
772;0.31689474307585785
59047;0.31689026443080953
9399;0.3168206118379755
44529;0.31665823356648837
1320;0.31657208141941223
1130;0.31650010628803676
1198;0.3164424955131063
1066;0.3162633116092942
61587;0.3161383922415836
1479;0.31610550369534207
870;0.3160811661929957
48950;0.31582377680519447
52414;0.31554113299003117
56967;0.3153084549890389
50752;0.3153047250877929
44338;0.3152574289567323
51582;0.31523343888139416
964;0.3151533492201555
45812;0.3149180720398076
51620;0.31473519665840277
50362;0.31473112021468735
57561;0.3145542620777347
50481;0.3144797173253454
53520;0.31422664389820454
51011;0.31421328455090203
61219;0.3141368863539579
1193;0.3140608874023551
53626;0.313744597912761
60706;0.3135600090015447
61645;0.31345539905206005
51422;0.31345380072497353
57211;0.31288367093784286
783;0.3128084148973303
60757;0.31261102797281987
43283;0.31252183346423695
61017;0.3123442168321352
713;0.31223656165831065
45988;0.31214564410227574
44647;0.31207265045597604
48155;0.3119143418568301
1287;0.3118502004227107
60036;0.31181352101899645
49119;0.31173060215574405
753;0.3114214705226056
46567;0.3113781647346854
61100;0.31108664672414044
43474;0.31094613877616156
49601;0.31085288115930815
1649;0.31081836554822156
791;0.3108142444331228
53461;0.31072828495419025
1407;0.3106736825849771
44535;0.310502437199612
1452;0.31046962785173454
48613;0.31041734882783795
53254;0.3104119901410499
45662;0.3103413735345999
61814;0.3102116168307497
56092;0.310005104796932
51323;0.30983384527621477
53222;0.30980936827307587
52660;0.3097701867326769
53791;0.3097398867081519
43677;0.3091578170946063
54863;0.3090603188714295
1166;0.30905814622160116
55260;0.3090374871893257
51303;0.3090374871893257
47726;0.30903473117766544
45214;0.30902624460504685
53241;0.308964001873902
46160;0.3087757565856365
52748;0.30874463045659234
59673;0.30853821869908626
53208;0.30844569992897025
49726;0.30837831560644646
1176;0.30831286827181825
52056;0.30824496672404544
1440;0.3080151740487599
42244;0.3079760247030826
724;0.30777836077735526
45799;0.3075932529488682
56920;0.3075885540525295
48966;0.3075089265051357
51569;0.3074602479954013
48686;0.3074339998172184
696;0.307193602909481
1681;0.30708585737797217
638;0.30686689884201146
49190;0.3068365161987884
45067;0.3066254355505903
45017;0.30648603038320055
49028;0.3063413481608245
59991;0.30617904032927923
59027;0.30617356884077457
51347;0.3060356474546274
1285;0.305860189132458
53364;0.3057850310478348
1271;0.30568082565938487
1526;0.30550239671448154
47772;0.30526935452303927
60659;0.3051473851060848
1211;0.30498475740053244
55643;0.30489900632465794
48601;0.30487349039528105
43146;0.30481263321145347
55980;0.3045080829329838
54180;0.30436848940705363
1372;0.30433584230902266
46018;0.3042144408020796
61994;0.30414603540042395
48119;0.30410704396890825
60609;0.30393801419597744
3323;0.30368113076256426
59624;0.30354359077777515
1510;0.30352445891549695
52514;0.30329112403272224
827;0.3030617210950176
52821;0.3029795764419593
52768;0.30277736966827073
52824;0.30271418938994704
57945;0.3026442405777989
58232;0.3026389196383595
934;0.3026306887722091
645;0.30252678031981733
45085;0.30250614177347757
47932;0.3024454781155793
52111;0.3024334553447408
51318;0.30216896719705266
49592;0.3021013737701608
1552;0.30198723219828294
53655;0.30198583121129846
57376;0.30188942488101467
60852;0.301579851270871
61419;0.3014728392488927
626;0.3013935661715384
59847;0.3013148725991355
51372;0.3013083374984028
56258;0.3011017969887713
50723;0.3006959862811081
46100;0.3006496663125755
42168;0.3003782392683644
1070;0.3002987226028181
51228;0.30008163091647855
59109;0.2998799138206999
55602;0.2997296488715054
58766;0.2996861924035287
58669;0.299553096052266
44086;0.2994939904008614
60772;0.29941533351997196
48231;0.2992514177192163
138498;0.29914236312619924
53890;0.2990404320512112
45520;0.29881803918211586
42981;0.29873834033101976
56134;0.29862432078949414
58582;0.2985846829406756
42614;0.2985561898112592
49272;0.2985305735467082
740;0.29833018374052056
54850;0.2983264736247607
1432;0.29809620378812446
52575;0.2980848378604018
50679;0.2976403613336621
47498;0.2973964643917556
52109;0.2971854349978005
50726;0.2968371131164763
48794;0.29668710731735753
48199;0.29616839395540273
44132;0.2961388728835249
59641;0.296125859904791
52964;0.2960092505919986
58383;0.29599517422320265
48125;0.29573817827960897
9968;0.29568068612112575
56551;0.2954066495767761
48223;0.2953728838593621
46835;0.29522391592863634
59211;0.2950316255621672
48038;0.2950156910408089
53141;0.2949689108445098
57941;0.2949120372443339
50329;0.29472716578103164
55050;0.2946932748504902
43194;0.29464586777574486
60573;0.29451854558906954
722;0.2944646527274204
60406;0.2943426985859134
53331;0.29430055625719614
1037;0.294126580616323
54542;0.2940775512913
45541;0.29402739892230517
44907;0.2937843235033071
47559;0.2934421407307048
44054;0.29341121136965953
52208;0.29305833449400687
50565;0.29304568013788146
48721;0.29296696189294796
47203;0.29284787627714376
60958;0.29276477765382264
61369;0.29264057384293984
55094;0.2925154771811542
50687;0.29250111679742946
50573;0.29240395184961954
46270;0.2923894011349446
54831;0.2920072539529395
1451;0.29157662748081614
52000;0.2915344671076602
57620;0.29140828985062495
57635;0.2913853674079074
55021;0.29129526988751003
1217;0.2912933612779526
45608;0.29113945096662486
45255;0.2911366515918717
43078;0.29104207285502176
42818;0.290983487040251
1272;0.29094829564710206
57178;0.2907527054258129
56406;0.29041297933193844
51832;0.2902112797815346
48316;0.289853988836509
57804;0.2896939740909104
54066;0.28961441594813236
61196;0.2895991262449595
1420;0.2895367379846324
1344;0.28949470444567527
61327;0.2894435762171902
53611;0.28928480072053864
60459;0.28921988471972726
53194;0.2891745391798728
56368;0.2891327910920872
54401;0.28911488656086437
56925;0.2890883414530362
59848;0.28900753634055537
55984;0.2888638962385472
48314;0.28879034361521905
47358;0.2887676640193831
50539;0.2887087719698981
49038;0.28848026385810116
1108;0.28841175770685024
45498;0.2883682597342694
1041;0.28818802631477247
56541;0.28811986646770904
43105;0.28808065383811854
55465;0.2878803545728064
47856;0.28785476219310946
48329;0.2878258546261951
54906;0.28774973020451466
1111;0.28769452657422356
1002;0.28763270181870115
52115;0.28757133409477403
55543;0.2874766038584417
51907;0.2873527582237501
53554;0.2873109578384302
54898;0.28687626839252134
56871;0.28668108662633873
51260;0.2864942107754468
1383;0.2864093078195717
50843;0.2863643003792614
54334;0.2863584355967311
1480;0.2863243594481057
924;0.2863177692856781
49686;0.2863112405777134
52698;0.28612661776190407
57100;0.2861107117024687
42745;0.2860328573786448
54592;0.2859316092141171
48433;0.2858395830117028
57610;0.2857859071326412
45451;0.2857579025518581
50072;0.28562075950434695
872;0.2855593476212822
59453;0.28541383879473525
51814;0.28528835135260217
54262;0.28500121883264895
43012;0.2848851170762971
58578;0.28486825023783263
59771;0.2847747911256592
49282;0.28474806672290986
1086;0.28461980905817874
44722;0.28431801873159374
56899;0.284312892657101
51073;0.2841195493150187
56535;0.2838127423063337
59565;0.2837762511350433
56582;0.28377412446515876
43942;0.2837701310104811
136759;0.283633465568521
47927;0.2835889638107546
1571;0.28358327151422297
129626;0.28340636469851227
47121;0.28334846368724975
52220;0.28317811465000114
47993;0.2831656601957492
60945;0.2831361743857687
701;0.28303216996088876
48476;0.2829950429526954
52505;0.28288136958955745
1453;0.28279373924568113
46034;0.28272574881849616
54608;0.2826113044701769
46512;0.2825309304473321
60000;0.2824471448645721
50823;0.28240871898640557
58143;0.2823358161556518
1628;0.28231877656138804
43507;0.282209436834704
42051;0.2818287789339586
42600;0.28180521340970677
42245;0.2817331229743452
61664;0.2816789925808651
58851;0.28167663074476396
1413;0.2816028669239325
51407;0.2814921475722223
52557;0.2814549284089088
59219;0.2814215253821821
933;0.2813996467794233
60361;0.2813419113846315
42147;0.2811382108631371
54237;0.28112194750943725
811;0.28104300492137657
42382;0.2809404610059113
4738;0.28088583600233785
1558;0.28087088329662263
1233;0.2808099717999313
46538;0.28079781281569977
51065;0.2807043642028936
47169;0.28066719511569127
1021;0.28060337598197654
1141;0.2805970167670203
1682;0.28058939439818703
43664;0.28053372372508856
50832;0.28053145121342815
1216;0.2804285452618974
59210;0.2804142992573612
44027;0.28038704023130523
52823;0.2803835319990181
50141;0.2803384054318435
55229;0.2803356821998504
43849;0.2802507895089977
52683;0.28022170664586643
56331;0.2800206605422237
57110;0.2799261479758946
43362;0.27974205531355045
995;0.2796584894392395
765;0.27959854744981266
768;0.2795205638342074
58572;0.27950687781794187
48882;0.27945551821831166
53752;0.2794442338872599
59460;0.27942849801297676
52640;0.2794167117820406
1024;0.279318744189625
61065;0.27909944226558586
1458;0.2790729035281735
60778;0.2790725432783572
60104;0.2790142539252306
50026;0.2789124311304373
50831;0.27866928616513115
58205;0.2785180254834227
51572;0.2784717884374105
50297;0.2783821031054141
57009;0.27823556092066914
53005;0.2782302454617351
61780;0.27818695718726194
1401;0.27816528602484397
49036;0.2781533638331329
54744;0.2781205781092851
48042;0.27810002720995236
43426;0.2780757432284623
1363;0.2780583684524404
769;0.27799616019921264
1335;0.2779896747135914
53662;0.2779090144734423
871;0.27785688865043123
46824;0.2773803347599869
42445;0.27734949949088195
42202;0.2773406272473259
45247;0.27729458315369726
45450;0.27729339150679694
61537;0.27725131667569614
1536;0.2772194328545875
61580;0.2772054286909806
14685;0.27717913460001886
42454;0.2771164742990759
54518;0.2770994811335203
42629;0.27704413154075447
52871;0.2770425416826642
59194;0.2769807012549235
49087;0.2768687668343083
59070;0.27681136185049615
50833;0.2766181743651284
53622;0.2765873792223994
44135;0.2765497474816895
1384;0.2764993864769822
861;0.27635936082803614
46774;0.27625455971800655
56198;0.2761743062178241
45479;0.2761340118602497
54678;0.2760362605687299
46648;0.27601940314156126
56259;0.27600143493986096
761;0.2759868336671399
54854;0.27582656068196526
46741;0.27571810140607605
61235;0.275680911588162
48772;0.27557273244978037
56057;0.275536113596992
46327;0.2754937582398421
725;0.2754779919665025
1265;0.2754436043175139
44336;0.2754068798652601
61847;0.2752963948706797
52512;0.2752595915685305
141160;0.27512023799098306
1639;0.2751058445477649
43826;0.27503986139391323
42109;0.27503856893628176
60252;0.27502070787333716
49880;0.2749713005323597
1608;0.2749368911610052
61389;0.2748348313071737
46494;0.2748179965339289
45641;0.2747722013712345
53163;0.2747712866749925
52766;0.2747414935740671
1068;0.2747197571839441
848;0.27468057606749274
47903;0.2745769976271305
59166;0.274128657513831
54186;0.27409030947426727
50238;0.27393713636579575
58153;0.27393605898518875
48591;0.2738427218309555
1274;0.27362900167003157
